polynomial,polynomial_reconstructed,factors,term_0,term_1,term_2,term_3,term_4,gcd,zero_terms,galois_group,discriminant
x^5 - 17*x^3 - 9*x^2 + 4*x + 1,(1096)*x^4 + (1811)*x^3 + (661)*x^2 + (-239)*x^1 + (-29),(1096) * (x^4 + 1811/1096*x^3 + 661/1096*x^2 - 239/1096*x - 29/1096),1096,1811,661,-239,-29,1,0,A5,183331600
x^5 - 16*x^3 + 11*x^2 + 20*x + 1,(724)*x^4 + (-2137)*x^3 + (769)*x^2 + (2060)*x^1 + (455),(724) * (x^4 - 2137/724*x^3 + 769/724*x^2 + 515/181*x + 455/724),724,-2137,769,2060,455,1,0,A5,1999252369
x^5 - 11*x^3 + 23*x^2 - 9*x + 1,(619)*x^4 + (-3061)*x^3 + (4860)*x^2 + (-1808)*x^1 + (196),(619) * (x^4 - 3061/619*x^3 + 4860/619*x^2 - 1808/619*x + 196/619),619,-3061,4860,-1808,196,1,0,A5,990025
x^5 - 7*x^3 + 14*x^2 + 4*x + 1,(136)*x^4 + (-1201)*x^3 + (1736)*x^2 + (539)*x^1 + (86),(136) * (x^4 - 1201/136*x^3 + 217/17*x^2 + 539/136*x + 43/68),136,-1201,1736,539,86,1,0,A5,71893441
x^5 - 3*x^3 - 7*x^2 + 19*x + 1,(-249)*x^4 + (227)*x^3 + (384)*x^2 + (-1182)*x^1 + (326),(-249) * (x^4 - 227/249*x^3 - 128/83*x^2 + 394/83*x - 326/249),-249,227,384,-1182,326,1,0,A5,377486041
x^5 - x^3 + 6*x^2 + 16*x + 1,(-236)*x^4 + (-97)*x^3 + (308)*x^2 + (869)*x^1 + (286),(-236) * (x^4 + 97/236*x^3 - 77/59*x^2 - 869/236*x - 143/118),-236,-97,308,869,286,1,0,A5,195356529
x^5 + 2*x^3 + 5*x^2 + 2*x + 1,(-14)*x^4 + (95)*x^3 + (229)*x^2 + (80)*x^1 + (29),(-14) * (x^4 - 95/14*x^3 - 229/14*x^2 - 40/7*x - 29/14),-14,95,229,80,29,1,0,A5,162409
x^5 + 3*x^3 + 6*x^2 + 2*x + 1,(6)*x^4 + (191)*x^3 + (330)*x^2 + (93)*x^1 + (34),(6) * (x^4 + 191/6*x^3 + 55*x^2 + 31/2*x + 17/3),6,191,330,93,34,1,0,A5,426409
x^5 + 3*x^3 + 17*x^2 + 7*x + 1,(-69)*x^4 + (587)*x^3 + (2622)*x^2 + (1056)*x^1 + (134),(-69) * (x^4 - 587/69*x^3 - 38*x^2 - 352/23*x - 134/69),-69,587,2622,1056,134,1,0,A5,24078649
x^5 + 5*x^3 + 10*x^2 + 1,(100)*x^4 + (575)*x^3 + (900)*x^2 + (-25)*x^1 + (50),(100) * (x^4 + 23/4*x^3 + 9*x^2 - 1/4*x + 1/2),100,575,900,-25,50,25,0,A5,15015625
x^5 + 5*x^3 + 19*x^2 + 6*x + 1,(10)*x^4 + (1115)*x^3 + (3279)*x^2 + (1001)*x^1 + (131),(10) * (x^4 + 223/2*x^3 + 3279/10*x^2 + 1001/10*x + 131/10),10,1115,3279,1001,131,1,0,A5,84345856
x^5 + 7*x^3 + 5*x^2 + 12*x + 1,(16)*x^4 + (395)*x^3 + (309)*x^2 + (505)*x^1 + (169),(16) * (x^4 + 395/16*x^3 + 309/16*x^2 + 505/16*x + 169/16),16,395,309,505,169,1,0,A5,27857284
x^5 + 8*x^3 + 5*x^2 - 4*x + 1,(316)*x^4 + (455)*x^3 + (193)*x^2 + (-220)*x^1 + (41),(316) * (x^4 + 455/316*x^3 + 193/316*x^2 - 55/79*x + 41/316),316,455,193,-220,41,1,0,A5,10259209
x^5 + 10*x^3 - x^2 + 21*x + 1,(85)*x^4 + (-145)*x^3 + (219)*x^2 + (-239)*x^1 + (436),(85) * (x^4 - 29/17*x^3 + 219/85*x^2 - 239/85*x + 436/85),85,-145,219,-239,436,1,0,A5,55741156
x^5 + 10*x^3 - x^2 + 24*x + 1,(40)*x^4 + (-145)*x^3 + (249)*x^2 + (-266)*x^1 + (571),(40) * (x^4 - 29/8*x^3 + 249/40*x^2 - 133/20*x + 571/40),40,-145,249,-266,571,1,0,A5,29300569
x^5 + 10*x^3 + 5*x^2 + 1,(400)*x^4 + (575)*x^3 + (225)*x^2 + (-50)*x^1 + (25),(400) * (x^4 + 23/16*x^3 + 9/16*x^2 - 1/8*x + 1/16),400,575,225,-50,25,25,0,A5,15015625
x^5 + 13*x^3 + 13*x^2 + 6*x + 1,(586)*x^4 + (2003)*x^3 + (1599)*x^2 + (637)*x^1 + (101),(586) * (x^4 + 2003/586*x^3 + 1599/586*x^2 + 637/586*x + 101/586),586,2003,1599,637,101,1,0,A5,2924100
x^5 + 15*x^3 + 15*x^2 + 5*x + 1,(825)*x^4 + (2675)*x^3 + (2100)*x^2 + (600)*x^1 + (100),(825) * (x^4 + 107/33*x^3 + 28/11*x^2 + 8/11*x + 4/33),825,2675,2100,600,100,25,0,A5,21390625
x^5 + x^4 - 23*x^3 - 25*x^2 + 22*x + 1,(1752)*x^4 + (4607)*x^3 + (2757)*x^2 + (-2790)*x^1 + (452),(1752) * (x^4 + 4607/1752*x^3 + 919/584*x^2 - 465/292*x + 113/438),1752,4607,2757,-2790,452,1,0,A5,44102940049
x^5 + x^4 - 23*x^3 - 8*x^2 + 5*x + 1,(2109)*x^4 + (17)*x^3 + (-303)*x^2 + (219)*x^1 + (78),(2109) * (x^4 + 17/2109*x^3 - 101/703*x^2 + 73/703*x + 26/703),2109,17,-303,219,78,1,0,A5,814360369
x^5 + x^4 - 23*x^3 + 3*x^2 + 22*x + 1,(1920)*x^4 + (-3149)*x^3 + (-183)*x^2 + (2754)*x^1 + (592),(1920) * (x^4 - 3149/1920*x^3 - 61/640*x^2 + 459/320*x + 37/120),1920,-3149,-183,2754,592,1,0,A5,29742106681
x^5 + x^4 - 20*x^3 - 23*x^2 + 5*x + 1,(1488)*x^4 + (3863)*x^3 + (2778)*x^2 + (-531)*x^1 + (-9),(1488) * (x^4 + 3863/1488*x^3 + 463/248*x^2 - 177/496*x - 3/496),1488,3863,2778,-531,-9,1,0,A5,2414837881
x^5 + x^4 - 19*x^3 + 17*x^2 + 10*x + 1,(1492)*x^4 + (-5451)*x^3 + (3695)*x^2 + (2394)*x^1 + (262),(1492) * (x^4 - 5451/1492*x^3 + 3695/1492*x^2 + 1197/746*x + 131/746),1492,-5451,3695,2394,262,1,0,A5,115412049
x^5 + x^4 - 18*x^3 + 22*x^2 + 9*x + 1,(1384)*x^4 + (-6176)*x^3 + (5776)*x^2 + (2528)*x^1 + (264),(1384) * (x^4 - 772/173*x^3 + 722/173*x^2 + 316/173*x + 33/173),1384,-6176,5776,2528,264,8,0,A5,75759616
x^5 + x^4 - 16*x^3 - 11*x^2 + 3*x + 1,(994)*x^4 + (1037)*x^3 + (308)*x^2 + (-23)*x^1 + (19),(994) * (x^4 + 1037/994*x^3 + 22/71*x^2 - 23/994*x + 19/994),994,1037,308,-23,19,1,0,A5,160757041
x^5 + x^4 - 15*x^3 + 19*x^2 + 3*x + 1,(1045)*x^4 + (-4400)*x^3 + (4345)*x^2 + (770)*x^1 + (165),(1045) * (x^4 - 80/19*x^3 + 79/19*x^2 + 14/19*x + 3/19),1045,-4400,4345,770,165,55,0,A5,146410000
x^5 + x^4 - 12*x^3 - 12*x^2 + 17*x + 1,(310)*x^4 + (1008)*x^3 + (472)*x^2 + (-944)*x^1 + (278),(310) * (x^4 + 504/155*x^3 + 236/155*x^2 - 472/155*x + 139/155),310,1008,472,-944,278,2,0,A5,299705344
x^5 + x^4 - 11*x^3 + 25*x^2 - 4*x + 1,(750)*x^4 + (-3817)*x^3 + (6783)*x^2 + (-1026)*x^1 + (186),(750) * (x^4 - 3817/750*x^3 + 2261/250*x^2 - 171/125*x + 31/125),750,-3817,6783,-1026,186,1,0,A5,565345729
x^5 + x^4 - 8*x^3 + 8*x^2 + x + 1,(330)*x^4 + (-1072)*x^3 + (816)*x^2 + (144)*x^1 + (74),(330) * (x^4 - 536/165*x^3 + 136/55*x^2 + 24/55*x + 37/165),330,-1072,816,144,74,2,0,A5,6390784
x^5 + x^4 - 6*x^3 + 10*x^2 + x + 1,(220)*x^4 + (-912)*x^3 + (1128)*x^2 + (144)*x^1 + (76),(220) * (x^4 - 228/55*x^3 + 282/55*x^2 + 36/55*x + 19/55),220,-912,1128,144,76,4,0,A5,18939904
x^5 + x^4 - 6*x^3 + 15*x^2 - x + 1,(280)*x^4 + (-1263)*x^3 + (2392)*x^2 + (-131)*x^1 + (101),(280) * (x^4 - 1263/280*x^3 + 299/35*x^2 - 131/280*x + 101/280),280,-1263,2392,-131,101,1,0,A5,81090025
x^5 + x^4 - 5*x^3 - 6*x^2 + 13*x + 1,(-105)*x^4 + (145)*x^3 + (105)*x^2 + (-405)*x^1 + (160),(-105) * (x^4 - 29/21*x^3 - x^2 + 27/7*x - 32/21),-105,145,105,-405,160,5,0,A5,15405625
x^5 + x^4 - 4*x^3 + 8*x^2 + 25*x + 1,(-242)*x^4 + (-660)*x^3 + (572)*x^2 + (2244)*x^1 + (682),(-242) * (x^4 + 30/11*x^3 - 26/11*x^2 - 102/11*x - 31/11),-242,-660,572,2244,682,22,0,A5,33732864
x^5 + x^4 - 3*x^3 - 12*x^2 + 21*x + 1,(-335)*x^4 + (233)*x^3 + (1041)*x^2 + (-1981)*x^1 + (394),(-335) * (x^4 - 233/335*x^3 - 1041/335*x^2 + 1981/335*x - 394/335),-335,233,1041,-1981,394,1,0,A5,624650049
x^5 + x^4 - 2*x^3 + x^2 + x + 1,(18)*x^4 + (-75)*x^3 + (0)*x^2 + (27)*x^1 + (15),(18) * (x^4 - 25/6*x^3 + 3/2*x + 5/6),18,-75,0,27,15,3,1,A5,42849
x^5 + x^4 - 2*x^3 + 22*x^2 - 7*x + 1,(264)*x^4 + (-544)*x^3 + (4560)*x^2 + (-1440)*x^1 + (168),(264) * (x^4 - 68/33*x^3 + 190/11*x^2 - 60/11*x + 7/11),264,-544,4560,-1440,168,8,0,A5,220463104
x^5 + x^4 - x^3 - 7*x^2 + 17*x + 1,(-287)*x^4 + (-58)*x^3 + (357)*x^2 + (-982)*x^1 + (259),(-287) * (x^4 + 58/287*x^3 - 51/41*x^2 + 982/287*x - 37/41),-287,-58,357,-982,259,1,0,A5,463454784
x^5 + x^4 - x^3 + 5*x^2 + 9*x + 1,(-95)*x^4 + (-158)*x^3 + (217)*x^2 + (454)*x^1 + (111),(-95) * (x^4 + 158/95*x^3 - 217/95*x^2 - 454/95*x - 111/95),-95,-158,217,454,111,1,0,A5,462400
x^5 + x^4 - x^3 + 20*x^2 + 9*x + 1,(-5)*x^4 + (-353)*x^3 + (3667)*x^2 + (1669)*x^1 + (186),(-5) * (x^4 + 353/5*x^3 - 3667/5*x^2 - 1669/5*x - 186/5),-5,-353,3667,1669,186,1,0,A5,198025
x^5 + x^4 - 8*x^2 + 9*x + 1,(-182)*x^4 + (-80)*x^3 + (544)*x^2 + (-640)*x^1 + (42),(-182) * (x^4 + 40/91*x^3 - 272/91*x^2 + 320/91*x - 3/13),-182,-80,544,-640,42,2,0,A5,28558336
x^5 + x^4 + 4*x^2 + 9*x + 1,(-110)*x^4 + (-92)*x^3 + (124)*x^2 + (332)*x^1 + (102),(-110) * (x^4 + 46/55*x^3 - 62/55*x^2 - 166/55*x - 51/55),-110,-92,124,332,102,2,0,A5,6310144
x^5 + x^4 + 24*x^2 + 9*x + 1,(10)*x^4 + (-112)*x^3 + (5184)*x^2 + (1952)*x^1 + (202),(10) * (x^4 - 56/5*x^3 + 2592/5*x^2 + 976/5*x + 101/5),10,-112,5184,1952,202,2,0,A5,139428864
x^5 + x^4 + x^3 - 2*x^2 + x + 1,(-27)*x^4 + (-57)*x^3 + (27)*x^2 + (-27)*x^1 + (-12),(-27) * (x^4 + 19/9*x^3 - x^2 + x + 4/9),-27,-57,27,-27,-12,3,0,A5,42849
x^5 + x^4 + 2*x^3 + x^2 + 9*x + 1,(-122)*x^4 + (-79)*x^3 + (-4)*x^2 + (7)*x^1 + (79),(-122) * (x^4 + 79/122*x^3 + 2/61*x^2 - 7/122*x - 79/122),-122,-79,-4,7,79,1,0,A5,11826721
x^5 + x^4 + 3*x^3 + 3*x^2 + 5*x + 1,(-35)*x^4 + (12)*x^3 + (43)*x^2 + (64)*x^1 + (29),(-35) * (x^4 - 12/35*x^3 - 43/35*x^2 - 64/35*x - 29/35),-35,12,43,64,29,1,0,A5,144400
x^5 + x^4 + 3*x^3 + 4*x^2 + 5*x + 1,(-29)*x^4 + (47)*x^3 + (95)*x^2 + (109)*x^1 + (34),(-29) * (x^4 - 47/29*x^3 - 95/29*x^2 - 109/29*x - 34/29),-29,47,95,109,34,1,0,A5,126025
x^5 + x^4 + 3*x^3 + 13*x^2 + 6*x + 1,(10)*x^4 + (355)*x^3 + (1375)*x^2 + (620)*x^1 + (90),(10) * (x^4 + 71/2*x^3 + 275/2*x^2 + 62*x + 9),10,355,1375,620,90,5,0,A5,4950625
x^5 + x^4 + 4*x^3 + 4*x^2 + 5*x + 1,(-6)*x^4 + (68)*x^3 + (84)*x^2 + (84)*x^1 + (30),(-6) * (x^4 - 34/3*x^3 - 14*x^2 - 14*x - 5),-6,68,84,84,30,2,0,A5,73984
x^5 + x^4 + 4*x^3 + 5*x^2 - 5*x + 1,(150)*x^4 + (185)*x^3 + (120)*x^2 + (-171)*x^1 + (35),(150) * (x^4 + 37/30*x^3 + 4/5*x^2 - 57/50*x + 7/30),150,185,120,-171,35,1,0,A5,261121
x^5 + x^4 + 5*x^3 - 11*x^2 + 4*x + 1,(-50)*x^4 + (-797)*x^3 + (1299)*x^2 + (-498)*x^1 + (-58),(-50) * (x^4 + 797/50*x^3 - 1299/50*x^2 + 249/25*x + 29/25),-50,-797,1299,-498,-58,1,0,A5,4338889
x^5 + x^4 + 5*x^3 + 11*x^2 + 3*x + 1,(97)*x^4 + (508)*x^3 + (877)*x^2 + (214)*x^1 + (45),(97) * (x^4 + 508/97*x^3 + 877/97*x^2 + 214/97*x + 45/97),97,508,877,214,45,1,0,A5,5740816
x^5 + x^4 + 5*x^3 + 19*x^2 + 22*x + 1,(-140)*x^4 + (847)*x^3 + (2961)*x^2 + (3318)*x^1 + (560),(-140) * (x^4 - 121/20*x^3 - 423/20*x^2 - 237/10*x - 4),-140,847,2961,3318,560,7,0,A5,626951521
x^5 + x^4 + 6*x^3 - 11*x^2 + 13*x + 1,(-146)*x^4 + (-1035)*x^3 + (1392)*x^2 + (-1617)*x^1 + (91),(-146) * (x^4 + 1035/146*x^3 - 696/73*x^2 + 1617/146*x - 91/146),-146,-1035,1392,-1617,91,1,0,A5,394459321
x^5 + x^4 + 8*x^3 - 8*x^2 + x + 1,(154)*x^4 + (-1040)*x^3 + (816)*x^2 + (-144)*x^1 + (-70),(154) * (x^4 - 520/77*x^3 + 408/77*x^2 - 72/77*x - 5/11),154,-1040,816,-144,-70,2,0,A5,6390784
x^5 + x^4 + 8*x^3 - x^2 + 5*x + 1,(136)*x^4 + (-403)*x^3 + (60)*x^2 + (-241)*x^1 + (-11),(136) * (x^4 - 403/136*x^3 + 15/34*x^2 - 241/136*x - 11/136),136,-403,60,-241,-11,1,0,A5,9090225
x^5 + x^4 + 8*x^3 + 8*x^2 + 5*x + 1,(190)*x^4 + (452)*x^3 + (348)*x^2 + (164)*x^1 + (34),(190) * (x^4 + 226/95*x^3 + 174/95*x^2 + 82/95*x + 17/95),190,452,348,164,34,2,0,A5,518400
x^5 + x^4 + 8*x^3 + 12*x^2 + 9*x + 1,(154)*x^4 + (804)*x^3 + (972)*x^2 + (652)*x^1 + (110),(154) * (x^4 + 402/77*x^3 + 486/77*x^2 + 326/77*x + 5/7),154,804,972,652,110,2,0,A5,10549504
x^5 + x^4 + 8*x^3 + 22*x^2 - 9*x + 1,(484)*x^4 + (1880)*x^3 + (3596)*x^2 + (-1544)*x^1 + (160),(484) * (x^4 + 470/121*x^3 + 899/121*x^2 - 386/121*x + 40/121),484,1880,3596,-1544,160,4,0,A5,152967424
x^5 + x^4 + 9*x^3 + 7*x^2 + 5*x + 1,(247)*x^4 + (374)*x^3 + (221)*x^2 + (94)*x^1 + (25),(247) * (x^4 + 374/247*x^3 + 17/19*x^2 + 94/247*x + 25/247),247,374,221,94,25,1,0,A5,1915456
x^5 + x^4 + 9*x^3 + 9*x^2 + 8*x + 1,(214)*x^4 + (567)*x^3 + (463)*x^2 + (322)*x^1 + (74),(214) * (x^4 + 567/214*x^3 + 463/214*x^2 + 161/107*x + 37/107),214,567,463,322,74,1,0,A5,10686361
x^5 + x^4 + 10*x^3 - 6*x^2 + x + 1,(300)*x^4 + (-1136)*x^3 + (552)*x^2 + (-144)*x^1 + (-68),(300) * (x^4 - 284/75*x^3 + 46/25*x^2 - 12/25*x - 17/75),300,-1136,552,-144,-68,4,0,A5,18939904
x^5 + x^4 + 11*x^3 - 3*x^2 + 5*x + 1,(337)*x^4 + (-926)*x^3 + (245)*x^2 + (-406)*x^1 + (-33),(337) * (x^4 - 926/337*x^3 + 245/337*x^2 - 406/337*x - 33/337),337,-926,245,-406,-33,1,0,A5,56430144
x^5 + x^4 + 11*x^3 + 5*x^2 - 3*x + 1,(505)*x^4 + (178)*x^3 + (-35)*x^2 + (-62)*x^1 + (-9),(505) * (x^4 + 178/505*x^3 - 7/101*x^2 - 62/505*x - 9/505),505,178,-35,-62,-9,1,0,A5,31449664
x^5 + x^4 + 12*x^3 + 12*x^2 + 5*x + 1,(514)*x^4 + (1092)*x^3 + (772)*x^2 + (244)*x^1 + (38),(514) * (x^4 + 546/257*x^3 + 386/257*x^2 + 122/257*x + 19/257),514,1092,772,244,38,2,0,A5,1364224
x^5 + x^4 + 13*x^3 + 14*x^2 + 10*x + 1,(546)*x^4 + (1412)*x^3 + (1155)*x^2 + (684)*x^1 + (119),(546) * (x^4 + 706/273*x^3 + 55/26*x^2 + 114/91*x + 17/78),546,1412,1155,684,119,1,0,A5,101404900
x^5 + x^4 + 14*x^3 - 10*x^2 + 9*x + 1,(520)*x^4 + (-2528)*x^3 + (1552)*x^2 + (-1376)*x^1 + (-24),(520) * (x^4 - 316/65*x^3 + 194/65*x^2 - 172/65*x - 3/65),520,-2528,1552,-1376,-24,8,0,A5,792985600
x^5 + x^4 + 19*x^3 - 23*x^2 + 8*x + 1,(1092)*x^4 + (-6727)*x^3 + (6615)*x^2 + (-2352)*x^1 + (-126),(1092) * (x^4 - 961/156*x^3 + 315/52*x^2 - 28/13*x - 3/26),1092,-6727,6615,-2352,-126,7,0,A5,1626266929
x^5 + x^4 + 19*x^3 + 25*x^2 + 10*x + 1,(1350)*x^4 + (4155)*x^3 + (3915)*x^2 + (1404)*x^1 + (150),(1350) * (x^4 + 277/90*x^3 + 29/10*x^2 + 26/25*x + 1/9),1350,4155,3915,1404,150,3,0,A5,3606201
x^5 + x^4 + 20*x^3 + 25*x^2 + 9*x + 1,(1516)*x^4 + (4307)*x^3 + (3806)*x^2 + (1213)*x^1 + (127),(1516) * (x^4 + 4307/1516*x^3 + 1903/758*x^2 + 1213/1516*x + 127/1516),1516,4307,3806,1213,127,1,0,A5,223729
x^5 + x^4 + 24*x^3 + 12*x^2 - 7*x + 1,(2362)*x^4 + (1188)*x^3 + (-20)*x^2 + (-212)*x^1 + (14),(2362) * (x^4 + 594/1181*x^3 - 10/1181*x^2 - 106/1181*x + 7/1181),2362,1188,-20,-212,14,2,0,A5,1104365824
x^5 + 2*x^4 - 23*x^3 - 11*x^2 + 4*x + 1,(2400)*x^4 + (-1417)*x^3 + (-1161)*x^2 + (483)*x^1 + (153),(2400) * (x^4 - 1417/2400*x^3 - 387/800*x^2 + 161/800*x + 51/800),2400,-1417,-1161,483,153,1,0,A5,894847396
x^5 + 2*x^4 - 17*x^3 - 23*x^2 + 4*x + 1,(1176)*x^4 + (2255)*x^3 + (1335)*x^2 + (-171)*x^1 + (45),(1176) * (x^4 + 2255/1176*x^3 + 445/392*x^2 - 57/392*x + 15/392),1176,2255,1335,-171,45,1,0,A5,1577042944
x^5 + 2*x^4 - 15*x^3 - 13*x^2 + 2*x + 1,(1030)*x^4 + (419)*x^3 + (-211)*x^2 + (93)*x^1 + (67),(1030) * (x^4 + 419/1030*x^3 - 211/1030*x^2 + 93/1030*x + 67/1030),1030,419,-211,93,67,1,0,A5,169780900
x^5 + 2*x^4 - 14*x^3 + 25*x^2 - 4*x + 1,(1440)*x^4 + (-5949)*x^3 + (8667)*x^2 + (-1314)*x^1 + (261),(1440) * (x^4 - 661/160*x^3 + 963/160*x^2 - 73/80*x + 29/160),1440,-5949,8667,-1314,261,9,0,A5,563255289
x^5 + 2*x^4 - 13*x^3 - 15*x^2 + 2*x + 1,(742)*x^4 + (891)*x^3 + (281)*x^2 + (15)*x^1 + (41),(742) * (x^4 + 891/742*x^3 + 281/742*x^2 + 15/742*x + 41/742),742,891,281,15,41,1,0,A5,169780900
x^5 + 2*x^4 - 10*x^3 - 13*x^2 + 12*x + 1,(280)*x^4 + (539)*x^3 + (179)*x^2 + (-302)*x^1 + (167),(280) * (x^4 + 77/40*x^3 + 179/280*x^2 - 151/140*x + 167/280),280,539,179,-302,167,1,0,A5,219484225
x^5 + 2*x^4 - 7*x^3 + 8*x^2 - 2*x + 1,(478)*x^4 + (-1149)*x^3 + (1080)*x^2 + (-241)*x^1 + (108),(478) * (x^4 - 1149/478*x^3 + 540/239*x^2 - 241/478*x + 54/239),478,-1149,1080,-241,108,1,0,A5,1656369
x^5 + 2*x^4 - 2*x^3 + 3*x^2 + 16*x + 1,(-132)*x^4 + (-381)*x^3 + (27)*x^2 + (822)*x^1 + (295),(-132) * (x^4 + 127/44*x^3 - 9/44*x^2 - 137/22*x - 295/132),-132,-381,27,822,295,1,0,A5,23551609
x^5 + 2*x^4 + 3*x^3 + 8*x^2 + 20*x + 1,(-212)*x^4 + (-97)*x^3 + (398)*x^2 + (1101)*x^1 + (424),(-212) * (x^4 + 97/212*x^3 - 199/106*x^2 - 1101/212*x - 2),-212,-97,398,1101,424,1,0,A5,414163201
x^5 + 2*x^4 + 5*x^3 + 2*x^2 + 1,(40)*x^4 + (-73)*x^3 + (-58)*x^2 + (-29)*x^1 + (-22),(40) * (x^4 - 73/40*x^3 - 29/20*x^2 - 29/40*x - 11/20),40,-73,-58,-29,-22,1,0,A5,162409
x^5 + 2*x^4 + 6*x^3 + 3*x^2 + 1,(76)*x^4 + (-61)*x^3 + (-69)*x^2 + (-34)*x^1 + (-25),(76) * (x^4 - 61/76*x^3 - 69/76*x^2 - 17/38*x - 25/76),76,-61,-69,-34,-25,1,0,A5,426409
x^5 + 2*x^4 + 7*x^3 - 14*x^2 + 8*x + 1,(-216)*x^4 + (-1593)*x^3 + (2430)*x^2 + (-1431)*x^1 + (-54),(-216) * (x^4 + 59/8*x^3 - 45/4*x^2 + 53/8*x + 1/4),-216,-1593,2430,-1431,-54,27,0,A5,178623225
x^5 + 2*x^4 + 8*x^3 - 5*x^2 + 18*x + 1,(-218)*x^4 + (-1185)*x^3 + (547)*x^2 + (-1862)*x^1 + (243),(-218) * (x^4 + 1185/218*x^3 - 547/218*x^2 + 931/109*x - 243/218),-218,-1185,547,-1862,243,1,0,A5,1121245225
x^5 + 2*x^4 + 8*x^3 + 3*x^2 - 4*x + 1,(208)*x^4 + (-141)*x^3 + (-133)*x^2 + (72)*x^1 + (-25),(208) * (x^4 - 141/208*x^3 - 133/208*x^2 + 9/26*x - 25/208),208,-141,-133,72,-25,1,0,A5,3003289
x^5 + 2*x^4 + 9*x^3 + 17*x^2 - 8*x + 1,(484)*x^4 + (1279)*x^3 + (1443)*x^2 + (-761)*x^1 + (85),(484) * (x^4 + 1279/484*x^3 + 1443/484*x^2 - 761/484*x + 85/484),484,1279,1443,-761,85,1,0,A5,55621764
x^5 + 2*x^4 + 17*x^3 + 21*x^2 + 8*x + 1,(964)*x^4 + (1887)*x^3 + (1355)*x^2 + (399)*x^1 + (41),(964) * (x^4 + 1887/964*x^3 + 1355/964*x^2 + 399/964*x + 41/964),964,1887,1355,399,41,1,0,A5,1144900
x^5 + 3*x^4 - 23*x^3 - 14*x^2 + 3*x + 1,(2935)*x^4 + (-3067)*x^3 + (-2619)*x^2 + (637)*x^1 + (242),(2935) * (x^4 - 3067/2935*x^3 - 2619/2935*x^2 + 637/2935*x + 242/2935),2935,-3067,-2619,637,242,1,0,A5,1122719049
x^5 + 3*x^4 - 14*x^3 - 23*x^2 + 3*x + 1,(1036)*x^4 + (1253)*x^3 + (162)*x^2 + (25)*x^1 + (89),(1036) * (x^4 + 179/148*x^3 + 81/518*x^2 + 25/1036*x + 89/1036),1036,1253,162,25,89,1,0,A5,1122719049
x^5 + 3*x^4 - 11*x^3 - 16*x^2 + x + 1,(757)*x^4 + (461)*x^3 + (-305)*x^2 + (61)*x^1 + (80),(757) * (x^4 + 461/757*x^3 - 305/757*x^2 + 61/757*x + 80/757),757,461,-305,61,80,1,0,A5,160757041
x^5 + 3*x^4 - 11*x^3 - 4*x^2 + 11*x + 1,(823)*x^4 + (-1441)*x^3 + (-757)*x^2 + (1399)*x^1 + (260),(823) * (x^4 - 1441/823*x^3 - 757/823*x^2 + 1399/823*x + 260/823),823,-1441,-757,1399,260,1,0,A5,136866601
x^5 + 3*x^4 - 11*x^3 + 12*x^2 - 5*x + 1,(1351)*x^4 + (-3361)*x^3 + (3259)*x^2 + (-1289)*x^1 + (244),(1351) * (x^4 - 3361/1351*x^3 + 3259/1351*x^2 - 1289/1351*x + 244/1351),1351,-3361,3259,-1289,244,1,0,A5,162409
x^5 + 3*x^4 - 3*x^3 - 9*x^2 + 8*x + 1,(-30)*x^4 + (23)*x^3 + (21)*x^2 + (-138)*x^1 + (82),(-30) * (x^4 - 23/30*x^3 - 7/10*x^2 + 23/5*x - 41/15),-30,23,21,-138,82,1,0,A5,889249
x^5 + 3*x^4 + x^3 - 3*x^2 + 10*x + 1,(-164)*x^4 + (-229)*x^3 + (-89)*x^2 + (-134)*x^1 + (100),(-164) * (x^4 + 229/164*x^3 + 89/164*x^2 + 67/82*x - 25/41),-164,-229,-89,-134,100,1,0,A5,38353249
x^5 + 3*x^4 + x^3 - 3*x^2 + 22*x + 1,(-344)*x^4 + (-481)*x^3 + (-185)*x^2 + (-278)*x^1 + (484),(-344) * (x^4 + 481/344*x^3 + 185/344*x^2 + 139/172*x - 121/86),-344,-481,-185,-278,484,1,0,A5,1537816225
x^5 + 3*x^4 + x^3 + 2*x^2 - 3*x + 1,(121)*x^4 + (59)*x^3 + (45)*x^2 + (-113)*x^1 + (34),(121) * (x^4 + 59/121*x^3 + 45/121*x^2 - 113/121*x + 34/121),121,59,45,-113,34,1,0,A5,133225
x^5 + 3*x^4 + 4*x^3 - 15*x^2 + 11*x + 1,(-470)*x^4 + (-925)*x^3 + (2240)*x^2 + (-1745)*x^1 + (25),(-470) * (x^4 + 185/94*x^3 - 224/47*x^2 + 349/94*x - 5/94),-470,-925,2240,-1745,25,5,0,A5,321305625
x^5 + 3*x^4 + 5*x^3 + 5*x^2 + 8*x + 1,(-74)*x^4 + (-103)*x^3 + (-17)*x^2 + (62)*x^1 + (56),(-74) * (x^4 + 103/74*x^3 + 17/74*x^2 - 31/37*x - 28/37),-74,-103,-17,62,56,1,0,A5,2002225
x^5 + 3*x^4 + 6*x^3 + 12*x^2 + 17*x + 1,(-84)*x^4 + (104)*x^3 + (660)*x^2 + (1032)*x^1 + (304),(-84) * (x^4 - 26/21*x^3 - 55/7*x^2 - 86/7*x - 76/21),-84,104,660,1032,304,4,0,A5,67897600
